Sheet,Action,Details
employees,Manual review required,"employee_id=11 name='P.D. Lone' designation='Director(Comm & Protection, Studies)' current_suborg_id=None -- Word shows this role at station 'Western Regional Power Committee', which has no exact match in sub_organizations"
employees,Manual review required,"employee_id=105 name='P.G. Gupta' designation='EE Sub-LDC, Jambuva' current_suborg_id=None -- Word shows this role at station 'Gujarat State Load Despatch Centre', which has no exact match in sub_organizations"
employees,Manual review required,"employee_id=308 name='P.Sajil' designation='DGM- Asset Management' current_suborg_id=73 -- Word lists this exact name+designation at 3 different stations (Ostro Kutch Wind Private Limited, ReNew Power Limited, ReNew Wind Energy (AP2) Private Limited); can't determine which one this row means"
employees,Manual review required,"employee_id=313 name='P.Sajil' designation='DGM- Asset Management' current_suborg_id=74 -- Word lists this exact name+designation at 3 different stations (Ostro Kutch Wind Private Limited, ReNew Power Limited, ReNew Wind Energy (AP2) Private Limited); can't determine which one this row means"
employees,Manual review required,"employee_id=323 name='P.Sajil' designation='DGM- Asset Management' current_suborg_id=76 -- Word lists this exact name+designation at 3 different stations (Ostro Kutch Wind Private Limited, ReNew Power Limited, ReNew Wind Energy (AP2) Private Limited); can't determine which one this row means"
employees,Manual review required,"employee_id=303 name='Parakash Kumar' designation='Site Engineer' current_suborg_id=None -- Word lists this exact name+designation at 4 different stations (INOX Green Energy Services Limited, Wind Five Renergy Limited, Wind One Renergy Limited, Wind Three Renergy Limited); can't determine which one this row means"
employees,Manual review required,"employee_id=426 name='Parakash Kumar' designation='Site Engineer' current_suborg_id=99 -- Word lists this exact name+designation at 4 different stations (INOX Green Energy Services Limited, Wind Five Renergy Limited, Wind One Renergy Limited, Wind Three Renergy Limited); can't determine which one this row means"
employees,Manual review required,"employee_id=434 name='Parakash Kumar' designation='Site Engineer' current_suborg_id=100 -- Word lists this exact name+designation at 4 different stations (INOX Green Energy Services Limited, Wind Five Renergy Limited, Wind One Renergy Limited, Wind Three Renergy Limited); can't determine which one this row means"
employees,Manual review required,"employee_id=217 name='Piyush Saxena' designation='G M (OS)' current_suborg_id=None -- Word shows this role at station 'NTPC Raipur Head Quarter (WR-2)', which has no exact match in sub_organizations"
employees,Manual review required,"employee_id=724 name='Prabhakar Kale' designation='Chief - Hydros' current_suborg_id=189 -- Word shows this role at station '. TATA Power Mumbai', which has no exact match in sub_organizations"
employees,Manual review required,"employee_id=301 name='Pradeep Kumar Suthar' designation='Assistant Manager O&M' current_suborg_id=None -- Word lists this exact name+designation at 4 different stations (INOX Green Energy Services Limited, Wind Five Renergy Limited, Wind One Renergy Limited, Wind Three Renergy Limited); can't determine which one this row means"
employees,Manual review required,"employee_id=424 name='Pradeep Kumar Suthar' designation='Assistant Manager O&M' current_suborg_id=99 -- Word lists this exact name+designation at 4 different stations (INOX Green Energy Services Limited, Wind Five Renergy Limited, Wind One Renergy Limited, Wind Three Renergy Limited); can't determine which one this row means"
employees,Manual review required,"employee_id=432 name='Pradeep Kumar Suthar' designation='Assistant Manager O&M' current_suborg_id=100 -- Word lists this exact name+designation at 4 different stations (INOX Green Energy Services Limited, Wind Five Renergy Limited, Wind One Renergy Limited, Wind Three Renergy Limited); can't determine which one this row means"
employees,Manual review required,"employee_id=462 name='Pravas Nayak' designation='2nd In-charge' current_suborg_id=122 -- Word lists this exact name+designation at 2 different stations (Adani Renewable Energy Fifty Seven Limited PSS-13, Adani Renewable Energy Forty One Limited PSS-13); can't determine which one this row means"
employees,Manual review required,"employee_id=465 name='Pravas Nayak' designation='2nd In-charge' current_suborg_id=123 -- Word lists this exact name+designation at 2 different stations (Adani Renewable Energy Fifty Seven Limited PSS-13, Adani Renewable Energy Forty One Limited PSS-13); can't determine which one this row means"
employees,Manual review required,"employee_id=196 name='Pravat Ranjan Jena' designation='AGM(Comml)' current_suborg_id=None -- Word shows this role at station 'NTPC Mumbai Head Quarter (WR-1)', which has no exact match in sub_organizations"
employees,Manual review required,"employee_id=115 name='Praveen Kumar Jain' designation='ACGM (PM)' current_suborg_id=None -- Word shows this role at station 'Madhya Pradesh State Load Despatch Centre', which has no exact match in sub_organizations"
employees,Manual review required,"employee_id=201 name='Pushpak Satpute' designation='Manager (Comml)' current_suborg_id=None -- Word shows this role at station 'NTPC Mumbai Head Quarter (WR-1)', which has no exact match in sub_organizations"
employees,Manual review required,"employee_id=198 name='R R Gupta' designation='Sr Manager (OS)' current_suborg_id=None -- Word shows this role at station 'NTPC Mumbai Head Quarter (WR-1)', which has no exact match in sub_organizations"
employees,Manual review required,"employee_id=669 name='R.C. Patel' designation='Ex. Engr (Elect. RBPH)' current_suborg_id=None -- Word shows this role at station 'SSP', which has no exact match in sub_organizations"
employees,Manual review required,"employee_id=118 name='Rajeev Shrivastava' designation='ED (O&M:Gen)' current_suborg_id=None -- Word shows this role at station 'Madhya Pradesh State Load Despatch Centre', which has no exact match in sub_organizations"
employees,Manual review required,"employee_id=111 name='Rajesh Gupta' designation='Superintending Engineer(E&T)' current_suborg_id=None -- Word shows this role at station 'Madhya Pradesh State Load Despatch Centre', which has no exact match in sub_organizations"
employees,Manual review required,"employee_id=310 name='Rajesh Parihar' designation='Manager' current_suborg_id=73 -- Word lists this exact name+designation at 2 different stations (Ostro Energy Private Limited, Ostro Kutch Wind Private Limited); can't determine which one this row means"
employees,Manual review required,"employee_id=353 name='Rajesh Parihar' designation='Manager' current_suborg_id=83 -- Word lists this exact name+designation at 2 different stations (Ostro Energy Private Limited, Ostro Kutch Wind Private Limited); can't determine which one this row means"
employees,Manual review required,"employee_id=85 name='Rajesh Sadarang' designation='EE(C/R)' current_suborg_id=35 -- Word shows this role at station 'Maharashtra State Load Despatch Centre', which has no exact match in sub_organizations"
employees,Manual review required,"employee_id=665 name='Rajesh Sharma' designation='E.E. (EMC)' current_suborg_id=None -- Word shows this role at station 'SSP', which has no exact match in sub_organizations"
employees,Manual review required,"employee_id=5 name='Rajib Sutradhar' designation='Executive Director' current_suborg_id=4 -- Word shows this role at station 'NLDC and RLDCs', which has no exact match in sub_organizations"
employees,Manual review required,"employee_id=532 name='Rakesh Bhalerao' designation='Manager (BD) - Mumbai' current_suborg_id=149 -- Word lists this exact name+designation at 2 different stations (. Adani Power Limited, ADANI POWER LIMITED, TIRODA); can't determine which one this row means"
employees,Manual review required,"employee_id=683 name='Rakesh Bhalerao' designation='Manager (BD) - Mumbai' current_suborg_id=173 -- Word lists this exact name+designation at 2 different stations (. Adani Power Limited, ADANI POWER LIMITED, TIRODA); can't determine which one this row means"
employees,Manual review required,"employee_id=219 name='Rakesh Kumar' designation='DGM(Comml)' current_suborg_id=None -- Word shows this role at station 'NTPC Raipur Head Quarter (WR-2)', which has no exact match in sub_organizations"
employees,Manual review required,"employee_id=154 name='Ramesh Mendonca' designation='AE(SLDC) SCADA & Telemetry' current_suborg_id=None -- Word shows this role at station 'Goa Electricity Department', which has no exact match in sub_organizations"
employees,Manual review required,"employee_id=162 name='Ramesh Umrascar' designation='AE, Amona' current_suborg_id=None -- Word shows this role at station 'Goa Electricity Department', which has no exact match in sub_organizations"
employees,Manual review required,"employee_id=69 name='Ravindra Sharma' designation='AGM(Maint)' current_suborg_id=None -- Word lists this exact name+designation at 2 different stations (Gandhar, NTPC Gandhar); can't determine which one this row means"
employees,Manual review required,"employee_id=204 name='Ravindra Sharma' designation='AGM(Maint)' current_suborg_id=40 -- Word lists this exact name+designation at 2 different stations (Gandhar, NTPC Gandhar); can't determine which one this row means"
employees,Manual review required,"employee_id=283 name='Ritesh Chauhan' designation='2nd In-charge' current_suborg_id=68 -- Word lists this exact name+designation at 3 different stations (Adani Wind Energy Kutch Five Limited, Adani Wind Energy Kutch One Limited/ AWEKTL/ AWEKFL, Adani Wind Energy Kutch Three Limited); can't determine which one this row means"
employees,Manual review required,"employee_id=356 name='Ritesh Chauhan' designation='2nd In-charge' current_suborg_id=84 -- Word lists this exact name+designation at 3 different stations (Adani Wind Energy Kutch Five Limited, Adani Wind Energy Kutch One Limited/ AWEKTL/ AWEKFL, Adani Wind Energy Kutch Three Limited); can't determine which one this row means"
employees,Manual review required,"employee_id=361 name='Ritesh Chauhan' designation='2nd In-charge' current_suborg_id=85 -- Word lists this exact name+designation at 3 different stations (Adani Wind Energy Kutch Five Limited, Adani Wind Energy Kutch One Limited/ AWEKTL/ AWEKFL, Adani Wind Energy Kutch Three Limited); can't determine which one this row means"
employees,Manual review required,"employee_id=302 name='Rohit Sharma' designation='Manager O&M-CRM' current_suborg_id=None -- Word lists this exact name+designation at 4 different stations (INOX Green Energy Services Limited, Wind Five Renergy Limited, Wind One Renergy Limited, Wind Three Renergy Limited); can't determine which one this row means"
employees,Manual review required,"employee_id=425 name='Rohit Sharma' designation='Manager O&M-CRM' current_suborg_id=99 -- Word lists this exact name+designation at 4 different stations (INOX Green Energy Services Limited, Wind Five Renergy Limited, Wind One Renergy Limited, Wind Three Renergy Limited); can't determine which one this row means"
employees,Manual review required,"employee_id=433 name='Rohit Sharma' designation='Manager O&M-CRM' current_suborg_id=100 -- Word lists this exact name+designation at 4 different stations (INOX Green Energy Services Limited, Wind Five Renergy Limited, Wind One Renergy Limited, Wind Three Renergy Limited); can't determine which one this row means"
employees,Corrected suborg_id (Word-verified),"employee_id=560 name='Ronak Naik' designation='Manager Commercial' old_suborg_id=153 new_suborg_id=138 station='DGEN Mega Power Project' reason='Word directory uniquely and exactly places this person at this station, which differs from the suborg_id previously stored'"
employees,Manual review required,"employee_id=1 name='S Usha' designation='Executive Director' current_suborg_id=2 -- Word shows this role at station 'NLDC and RLDCs', which has no exact match in sub_organizations"
employees,Manual review required,"employee_id=84 name='S.G.Bhagat' designation='EE(C/R)' current_suborg_id=35 -- Word shows this role at station 'Maharashtra State Load Despatch Centre', which has no exact match in sub_organizations"
employees,Manual review required,"employee_id=218 name='S.K.Srivastava' designation='AGM(OS)' current_suborg_id=None -- Word shows this role at station 'NTPC Raipur Head Quarter (WR-2)', which has no exact match in sub_organizations"
employees,Manual review required,"employee_id=80 name='S.R. Satpute' designation='EE(SCADA)' current_suborg_id=35 -- Word shows this role at station 'Maharashtra State Load Despatch Centre', which has no exact match in sub_organizations"
employees,Manual review required,"employee_id=109 name='S.S.Patel' designation='C.E (LD)' current_suborg_id=None -- Word lists this exact name+designation at 2 different stations (Madhya Pradesh State Load Despatch Centre, Synopsis of Important Telephone Numbers); can't determine which one this row means"
employees,Manual review required,"employee_id=81 name='Sachin Pakhide' designation='EE(EA) (Energy Accounting)' current_suborg_id=35 -- Word shows this role at station 'Maharashtra State Load Despatch Centre', which has no exact match in sub_organizations"
employees,Manual review required,"employee_id=166 name='Saish Naik' designation='JE, Xeldem S/S' current_suborg_id=None -- Word shows this role at station 'Goa Electricity Department', which has no exact match in sub_organizations"
employees,Manual review required,"employee_id=71 name='Sandeep Kalantri' designation='Director (I/C) (Operations),' current_suborg_id=37 -- Word shows this role at station 'Maharashtra State Load Despatch Centre', which has no exact match in sub_organizations"
employees,Manual review required,"employee_id=510 name='Sandeep Singh' designation='AGM' current_suborg_id=None -- Word shows this role at station 'Qualified Coordinating Agency', which has no exact match in sub_organizations"
employees,Manual review required,"employee_id=172 name='Sandip Dessai' designation='EE, Kadamba' current_suborg_id=None -- Word shows this role at station 'Goa Electricity Department', which has no exact match in sub_organizations"
employees,Manual review required,"employee_id=65 name='Sanjay Mittal' designation='AGM O&M' current_suborg_id=None -- Word lists this exact name+designation at 2 different stations (Kawas, NTPC Kawas); can't determine which one this row means"
employees,Manual review required,"employee_id=206 name='Sanjay Mittal' designation='AGM O&M' current_suborg_id=41 -- Word lists this exact name+designation at 2 different stations (Kawas, NTPC Kawas); can't determine which one this row means"
employees,Manual review required,"employee_id=477 name='Sanjaykumar Asari' designation='2nd In-charge' current_suborg_id=None -- Word lists this exact name+designation at 3 different stations (Adani Renewable Energy Fifty Six Limited – PSS9, Adani Renewable Energy Forty Eight Limited-PSS9, Adani Solar Energy Jodhpur Six Private Limited- PSS9); can't determine which one this row means"
employees,Manual review required,"employee_id=492 name='Sanjaykumar Asari' designation='2nd In-charge' current_suborg_id=None -- Word lists this exact name+designation at 3 different stations (Adani Renewable Energy Fifty Six Limited – PSS9, Adani Renewable Energy Forty Eight Limited-PSS9, Adani Solar Energy Jodhpur Six Private Limited- PSS9); can't determine which one this row means"
employees,Manual review required,"employee_id=495 name='Sanjaykumar Asari' designation='2nd In-charge' current_suborg_id=None -- Word lists this exact name+designation at 3 different stations (Adani Renewable Energy Fifty Six Limited – PSS9, Adani Renewable Energy Forty Eight Limited-PSS9, Adani Solar Energy Jodhpur Six Private Limited- PSS9); can't determine which one this row means"
employees,Manual review required,"employee_id=173 name='Satish Palekar' designation='AE, Kadamba' current_suborg_id=None -- Word shows this role at station 'Goa Electricity Department', which has no exact match in sub_organizations"
employees,Manual review required,"employee_id=199 name='Saurabh Kumar' designation='Sr Manager (OS)' current_suborg_id=None -- Word shows this role at station 'NTPC Mumbai Head Quarter (WR-1)', which has no exact match in sub_organizations"
employees,Manual review required,"employee_id=184 name='Sh. Mekala Chaitanya Prasad' designation='Secretary Power DD & DNH' current_suborg_id=None -- Word shows this role at station 'Daman and Diu', which has no exact match in sub_organizations"
employees,Manual review required,"employee_id=72 name='Shashank Jewalikar' designation='ED(I/C), SLDC' current_suborg_id=35 -- Word lists this exact name+designation at 2 different stations (Maharashtra State Load Despatch Centre, Synopsis of Important Telephone Numbers); can't determine which one this row means"
employees,Manual review required,"employee_id=585 name='Somnath Chattopadhyay' designation='Deputy CEO' current_suborg_id=None -- Word lists this exact name+designation at 2 different stations (Jhabua Power Limited, Jindal Power Limited); can't determine which one this row means"
employees,Manual review required,"employee_id=592 name='Somnath Chattopadhyay' designation='Deputy CEO' current_suborg_id=None -- Word lists this exact name+designation at 2 different stations (Jhabua Power Limited, Jindal Power Limited); can't determine which one this row means"
employees,Manual review required,"employee_id=447 name='Sourabh Gupta' designation='2nd In-charge' current_suborg_id=117 -- Word lists this exact name+designation at 3 different stations (Adani Green Energy Twenty Five A Limited -PSS3, Adani Green Energy Twenty Five B Limited -PSS3, Adani Green Energy Twenty Six B Limited -PSS3); can't determine which one this row means"
employees,Manual review required,"employee_id=450 name='Sourabh Gupta' designation='2nd In-charge' current_suborg_id=118 -- Word lists this exact name+designation at 3 different stations (Adani Green Energy Twenty Five A Limited -PSS3, Adani Green Energy Twenty Five B Limited -PSS3, Adani Green Energy Twenty Six B Limited -PSS3); can't determine which one this row means"
employees,Manual review required,"employee_id=453 name='Sourabh Gupta' designation='2nd In-charge' current_suborg_id=119 -- Word lists this exact name+designation at 3 different stations (Adani Green Energy Twenty Five A Limited -PSS3, Adani Green Energy Twenty Five B Limited -PSS3, Adani Green Energy Twenty Six B Limited -PSS3); can't determine which one this row means"
employees,Manual review required,"employee_id=150 name='Stephen Fernandes' designation='Chief Electrical Engineer/ HO' current_suborg_id=None -- Word shows this role at station 'Goa Electricity Department', which has no exact match in sub_organizations"
employees,Manual review required,"employee_id=151 name='Stephen Fernandes' designation='SE, Circle II (N)' current_suborg_id=None -- Word shows this role at station 'Goa Electricity Department', which has no exact match in sub_organizations"
employees,Manual review required,"employee_id=194 name='Subrata Mandal' designation='RED (WR-I)' current_suborg_id=None -- Word lists this exact name+designation at 2 different stations (NTPC Mumbai Head Quarter (WR-1), Synopsis of Important Telephone Numbers); can't determine which one this row means"
employees,Manual review required,"employee_id=159 name='Suhas Dessai' designation='EE, THIVIM S/S & Amona S/S' current_suborg_id=None -- Word shows this role at station 'Goa Electricity Department', which has no exact match in sub_organizations"
employees,Manual review required,"employee_id=299 name='Sunil Sharma' designation='Sr. Manager O&M' current_suborg_id=None -- Word lists this exact name+designation at 4 different stations (INOX Green Energy Services Limited, Wind Five Renergy Limited, Wind One Renergy Limited, Wind Three Renergy Limited); can't determine which one this row means"
employees,Manual review required,"employee_id=422 name='Sunil Sharma' designation='Sr. Manager O&M' current_suborg_id=99 -- Word lists this exact name+designation at 4 different stations (INOX Green Energy Services Limited, Wind Five Renergy Limited, Wind One Renergy Limited, Wind Three Renergy Limited); can't determine which one this row means"
employees,Manual review required,"employee_id=430 name='Sunil Sharma' designation='Sr. Manager O&M' current_suborg_id=100 -- Word lists this exact name+designation at 4 different stations (INOX Green Energy Services Limited, Wind Five Renergy Limited, Wind One Renergy Limited, Wind Three Renergy Limited); can't determine which one this row means"
employees,Manual review required,"employee_id=163 name='Suraj Mathodkar' designation='JE, Amona' current_suborg_id=None -- Word shows this role at station 'Goa Electricity Department', which has no exact match in sub_organizations"
employees,Manual review required,"employee_id=300 name='Surendra Yadav' designation='Deputy Manager (Scada)' current_suborg_id=None -- Word lists this exact name+designation at 4 different stations (INOX Green Energy Services Limited, Wind Five Renergy Limited, Wind One Renergy Limited, Wind Three Renergy Limited); can't determine which one this row means"
employees,Manual review required,"employee_id=423 name='Surendra Yadav' designation='Deputy Manager (Scada)' current_suborg_id=99 -- Word lists this exact name+designation at 4 different stations (INOX Green Energy Services Limited, Wind Five Renergy Limited, Wind One Renergy Limited, Wind Three Renergy Limited); can't determine which one this row means"
employees,Manual review required,"employee_id=431 name='Surendra Yadav' designation='Deputy Manager (Scada)' current_suborg_id=100 -- Word lists this exact name+designation at 4 different stations (INOX Green Energy Services Limited, Wind Five Renergy Limited, Wind One Renergy Limited, Wind Three Renergy Limited); can't determine which one this row means"
employees,Manual review required,"employee_id=152 name='Suresh Naik' designation='EE, Div-III(Ponda)/ Ponda S/s/ SLDC' current_suborg_id=None -- Word shows this role at station 'Goa Electricity Department', which has no exact match in sub_organizations"
employees,Manual review required,"employee_id=328 name='Uday Ghadage' designation='DGM-OMS' current_suborg_id=77 -- Word lists this exact name+designation at 2 different stations (Continuum Power Trading Private Limited, Srijan Energy Systems Private Limited); can't determine which one this row means"
employees,Manual review required,"employee_id=383 name='Uday Ghadage' designation='DGM-OMS' current_suborg_id=None -- Word lists this exact name+designation at 2 different stations (Continuum Power Trading Private Limited, Srijan Energy Systems Private Limited); can't determine which one this row means"
employees,Manual review required,"employee_id=164 name='Uday Kudalkar' designation='EE, Xeldem S/S/Cuncolim S/S' current_suborg_id=None -- Word shows this role at station 'Goa Electricity Department', which has no exact match in sub_organizations"
employees,Manual review required,"employee_id=6 name='V Balaji' designation='Executive Director' current_suborg_id=5 -- Word shows this role at station 'NLDC and RLDCs', which has no exact match in sub_organizations"
employees,Manual review required,"employee_id=588 name='V k Jain' designation='GM BD' current_suborg_id=None -- Word lists this exact name+designation at 2 different stations (Jhabua Power Limited, Jindal Power Limited); can't determine which one this row means"
employees,Manual review required,"employee_id=595 name='V k Jain' designation='GM BD' current_suborg_id=None -- Word lists this exact name+designation at 2 different stations (Jhabua Power Limited, Jindal Power Limited); can't determine which one this row means"
employees,Manual review required,"employee_id=112 name='V.K.Agrawal' designation='Superintending Engineer' current_suborg_id=None -- Word lists this exact name+designation at 2 different stations (Madhya Pradesh State Load Despatch Centre, Synopsis of Important Telephone Numbers); can't determine which one this row means"
employees,Manual review required,"employee_id=192 name='V.R VERMA' designation='A.E SLDC-DNH' current_suborg_id=None -- Word shows this role at station 'Dadra and Nagar Haveli', which has no exact match in sub_organizations"
employees,Manual review required,"employee_id=68 name='Varughese Valiplackal Kurian' designation='AGM(O&M)' current_suborg_id=None -- Word lists this exact name+designation at 2 different stations (Gandhar, NTPC Gandhar); can't determine which one this row means"
employees,Manual review required,"employee_id=203 name='Varughese Valiplackal Kurian' designation='AGM(O&M)' current_suborg_id=40 -- Word lists this exact name+designation at 2 different stations (Gandhar, NTPC Gandhar); can't determine which one this row means"
employees,Manual review required,"employee_id=468 name='Venkata Durga Hari Prasad Morla' designation='2nd In-charge' current_suborg_id=124 -- Word lists this exact name+designation at 6 different stations (Adani Green Energy Twenty Four Limited – PSS-4, Adani Hybrid Energy Jaisalmer Five Limited -PSS4, Adani Ports and Special Economic Zone Limited -PSS4, Adani Renewable Energy Fifty Six Limited – PSS4, Adani Renewable Energy Forty One Limited – PSS4, Ambuja Cements Limited -PSS-4); can't determine which one this row means"
employees,Manual review required,"employee_id=480 name='Venkata Durga Hari Prasad Morla' designation='2nd In-charge' current_suborg_id=None -- Word lists this exact name+designation at 6 different stations (Adani Green Energy Twenty Four Limited – PSS-4, Adani Hybrid Energy Jaisalmer Five Limited -PSS4, Adani Ports and Special Economic Zone Limited -PSS4, Adani Renewable Energy Fifty Six Limited – PSS4, Adani Renewable Energy Forty One Limited – PSS4, Ambuja Cements Limited -PSS-4); can't determine which one this row means"
employees,Manual review required,"employee_id=489 name='Venkata Durga Hari Prasad Morla' designation='2nd In-charge' current_suborg_id=None -- Word lists this exact name+designation at 6 different stations (Adani Green Energy Twenty Four Limited – PSS-4, Adani Hybrid Energy Jaisalmer Five Limited -PSS4, Adani Ports and Special Economic Zone Limited -PSS4, Adani Renewable Energy Fifty Six Limited – PSS4, Adani Renewable Energy Forty One Limited – PSS4, Ambuja Cements Limited -PSS-4); can't determine which one this row means"
employees,Manual review required,"employee_id=498 name='Venkata Durga Hari Prasad Morla' designation='2nd In-charge' current_suborg_id=None -- Word lists this exact name+designation at 6 different stations (Adani Green Energy Twenty Four Limited – PSS-4, Adani Hybrid Energy Jaisalmer Five Limited -PSS4, Adani Ports and Special Economic Zone Limited -PSS4, Adani Renewable Energy Fifty Six Limited – PSS4, Adani Renewable Energy Forty One Limited – PSS4, Ambuja Cements Limited -PSS-4); can't determine which one this row means"
employees,Manual review required,"employee_id=501 name='Venkata Durga Hari Prasad Morla' designation='2nd In-charge' current_suborg_id=None -- Word lists this exact name+designation at 6 different stations (Adani Green Energy Twenty Four Limited – PSS-4, Adani Hybrid Energy Jaisalmer Five Limited -PSS4, Adani Ports and Special Economic Zone Limited -PSS4, Adani Renewable Energy Fifty Six Limited – PSS4, Adani Renewable Energy Forty One Limited – PSS4, Ambuja Cements Limited -PSS-4); can't determine which one this row means"
employees,Manual review required,"employee_id=504 name='Venkata Durga Hari Prasad Morla' designation='2nd In-charge' current_suborg_id=None -- Word lists this exact name+designation at 6 different stations (Adani Green Energy Twenty Four Limited – PSS-4, Adani Hybrid Energy Jaisalmer Five Limited -PSS4, Adani Ports and Special Economic Zone Limited -PSS4, Adani Renewable Energy Fifty Six Limited – PSS4, Adani Renewable Energy Forty One Limited – PSS4, Ambuja Cements Limited -PSS-4); can't determine which one this row means"
employees,Manual review required,"employee_id=66 name='Vibhor Mangal' designation='DGM (Operation)' current_suborg_id=None -- Word lists this exact name+designation at 2 different stations (Kawas, NTPC Kawas); can't determine which one this row means"
employees,Manual review required,"employee_id=207 name='Vibhor Mangal' designation='DGM (Operation)' current_suborg_id=41 -- Word lists this exact name+designation at 2 different stations (Kawas, NTPC Kawas); can't determine which one this row means"
employees,Manual review required,"employee_id=13 name='Vidya Sagar P' designation='Deputy Director(Comm)' current_suborg_id=None -- Word shows this role at station 'Western Regional Power Committee', which has no exact match in sub_organizations"
employees,Manual review required,"employee_id=91 name='Vipul Kamdar' designation='Site Incharge-OMS' current_suborg_id=34 -- Word shows this role at station 'Maharashtra State Load Despatch Centre', which has no exact match in sub_organizations"
employees,Manual review required,"employee_id=2 name='Vivek Pandey' designation='Chief General Manager' current_suborg_id=2 -- Word shows this role at station 'NLDC and RLDCs', which has no exact match in sub_organizations"
employees,Manual review required,"employee_id=284 name='Yagnesh Joshi' designation='Site Engineer' current_suborg_id=68 -- Word lists this exact name+designation at 3 different stations (Adani Wind Energy Kutch Five Limited, Adani Wind Energy Kutch One Limited/ AWEKTL/ AWEKFL, Adani Wind Energy Kutch Three Limited); can't determine which one this row means"
employees,Manual review required,"employee_id=357 name='Yagnesh Joshi' designation='Site Engineer' current_suborg_id=84 -- Word lists this exact name+designation at 3 different stations (Adani Wind Energy Kutch Five Limited, Adani Wind Energy Kutch One Limited/ AWEKTL/ AWEKFL, Adani Wind Energy Kutch Three Limited); can't determine which one this row means"
employees,Manual review required,"employee_id=362 name='Yagnesh Joshi' designation='Site Engineer' current_suborg_id=85 -- Word lists this exact name+designation at 3 different stations (Adani Wind Energy Kutch Five Limited, Adani Wind Energy Kutch One Limited/ AWEKTL/ AWEKFL, Adani Wind Energy Kutch Three Limited); can't determine which one this row means"
employees,Removed orphan duplicate employee row,employee_id=64 name='P Ram Prasad' designation='Head of Project' org_id=3 suborg_id=NULL removed; kept valid row employee_id=205
employees,Removed orphan duplicate employee row,employee_id=65 name='Sanjay Mittal' designation='AGM O&M' org_id=3 suborg_id=NULL removed; kept valid row employee_id=206
employees,Removed orphan duplicate employee row,employee_id=66 name='Vibhor Mangal' designation='DGM (Operation)' org_id=3 suborg_id=NULL removed; kept valid row employee_id=207
employees,Removed orphan duplicate employee row,employee_id=67 name='Neeraj Dubey' designation='Head of Project' org_id=3 suborg_id=NULL removed; kept valid row employee_id=202
employees,Removed orphan duplicate employee row,employee_id=68 name='Varughese Valiplackal Kurian' designation='AGM(O&M)' org_id=3 suborg_id=NULL removed; kept valid row employee_id=203
employees,Removed orphan duplicate employee row,employee_id=69 name='Ravindra Sharma' designation='AGM(Maint)' org_id=3 suborg_id=NULL removed; kept valid row employee_id=204
employees,Manual review required,"employee_id=398 name='Alapan Bera' designation='Commercial & F&C' suborg_id=NULL -- name+designation repeats 27x with 13 valid suborg_id rows (employee_id=286, 359, 364, 393, 445, 448, 451, 454, 457, 460, 463, 466, 469) -- likely a shared role assigned to multiple stations, not a duplicate"
employees,Manual review required,"employee_id=472 name='Alapan Bera' designation='Commercial & F&C' suborg_id=NULL -- name+designation repeats 27x with 13 valid suborg_id rows (employee_id=286, 359, 364, 393, 445, 448, 451, 454, 457, 460, 463, 466, 469) -- likely a shared role assigned to multiple stations, not a duplicate"
employees,Manual review required,"employee_id=475 name='Alapan Bera' designation='Commercial & F&C' suborg_id=NULL -- name+designation repeats 27x with 13 valid suborg_id rows (employee_id=286, 359, 364, 393, 445, 448, 451, 454, 457, 460, 463, 466, 469) -- likely a shared role assigned to multiple stations, not a duplicate"
employees,Manual review required,"employee_id=478 name='Alapan Bera' designation='Commercial & F&C' suborg_id=NULL -- name+designation repeats 27x with 13 valid suborg_id rows (employee_id=286, 359, 364, 393, 445, 448, 451, 454, 457, 460, 463, 466, 469) -- likely a shared role assigned to multiple stations, not a duplicate"
employees,Manual review required,"employee_id=481 name='Alapan Bera' designation='Commercial & F&C' suborg_id=NULL -- name+designation repeats 27x with 13 valid suborg_id rows (employee_id=286, 359, 364, 393, 445, 448, 451, 454, 457, 460, 463, 466, 469) -- likely a shared role assigned to multiple stations, not a duplicate"
employees,Manual review required,"employee_id=484 name='Alapan Bera' designation='Commercial & F&C' suborg_id=NULL -- name+designation repeats 27x with 13 valid suborg_id rows (employee_id=286, 359, 364, 393, 445, 448, 451, 454, 457, 460, 463, 466, 469) -- likely a shared role assigned to multiple stations, not a duplicate"
employees,Manual review required,"employee_id=487 name='Alapan Bera' designation='Commercial & F&C' suborg_id=NULL -- name+designation repeats 27x with 13 valid suborg_id rows (employee_id=286, 359, 364, 393, 445, 448, 451, 454, 457, 460, 463, 466, 469) -- likely a shared role assigned to multiple stations, not a duplicate"
employees,Manual review required,"employee_id=490 name='Alapan Bera' designation='Commercial & F&C' suborg_id=NULL -- name+designation repeats 27x with 13 valid suborg_id rows (employee_id=286, 359, 364, 393, 445, 448, 451, 454, 457, 460, 463, 466, 469) -- likely a shared role assigned to multiple stations, not a duplicate"
employees,Manual review required,"employee_id=493 name='Alapan Bera' designation='Commercial & F&C' suborg_id=NULL -- name+designation repeats 27x with 13 valid suborg_id rows (employee_id=286, 359, 364, 393, 445, 448, 451, 454, 457, 460, 463, 466, 469) -- likely a shared role assigned to multiple stations, not a duplicate"
